Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
PTK2,-21.567857662114687,6,PTM-SEA,0.8529411764705882,4,TK,FAK,NA,PTK2
JAK2,7.2877022614812335,17,PTM-SEA,0.5294117647058824,3,TK,JAKA,NA,JAK2
ABL1,-17.364951781121125,10,PTM-SEA,0.7352941176470589,3,TK,ABL,NA,ABL1
EGFR,17.85176829819639,8,PTM-SEA,0.7941176470588235,4,TK,EGFR,NA,EGFR
ERBB2,21.442311880837096,7,PTM-SEA,0.8235294117647058,4,TK,EGFR,NA,ERBB2
INSR,-7.071558026037023,19,PTM-SEA,0.47058823529411764,2,TK,INSR,NA,INSR
LCK,-32.02120274747219,2,PTM-SEA,0.9705882352941176,4,TK,SRC,SRCB,LCK
FYN,-32.08262579888332,1,PTM-SEA,1,4,TK,SRC,SRCA,FYN
YES1,0,23,PTM-SEA,0,1,TK,SRC,SRCA,YES1
LYN,0,23,PTM-SEA,0,1,TK,SRC,SRCB,LYN
RET,-10.400629373625295,16,PTM-SEA,0.5588235294117647,3,TK,RET,NA,RET
IGF1R,0,23,PTM-SEA,0,1,TK,INSR,NA,IGF1R
MET,-1.756274831108834,21,PTM-SEA,0.4117647058823529,2,TK,MET,NA,MET
ROS1,0,23,PTM-SEA,0,1,TK,SEV,NA,ROS1
PDGFRB,-22.917349448786847,5,PTM-SEA,0.8823529411764706,4,TK,PDGFR,NA,PDGFRB
FGR,0,23,PTM-SEA,0,1,TK,SRC,SRCA,FGR
SRC,13.982929422031347,13,PTM-SEA,0.6470588235294118,3,TK,SRC,SRCA,SRC
FGFR3,0,23,PTM-SEA,0,1,TK,FGFR,NA,FGFR3
JAK1,15.412015681924363,11,PTM-SEA,0.7058823529411765,3,TK,JAKA,NA,JAK1
TYK2,0,23,PTM-SEA,0,1,TK,JAKA,NA,TYK2
FLT4,0,23,PTM-SEA,0,1,TK,VEGFR,NA,FLT4
KDR,0,23,PTM-SEA,0,1,TK,VEGFR,NA,KDR
ABL2,0,23,PTM-SEA,0,1,TK,ABL,NA,ABL2
ZAP70,-29.65909090909091,3,PTM-SEA,0.9411764705882353,4,TK,SYK,NA,ZAP70
SYK,-0.08649698364363823,22,PTM-SEA,0.38235294117647056,2,TK,SYK,NA,SYK
MAP2K4,-7.261050892604482,18,PTM-SEA,0.5,3,STE,STE7,MEK4,MAP2K4
BMX,-24.545454545454547,4,PTM-SEA,0.9117647058823529,4,TK,TEC,NA,BMX
JAK3,-3.068181818181815,20,PTM-SEA,0.4411764705882353,2,TK,JAKA,NA,JAK3
MAP2K1,0,23,PTM-SEA,0,1,STE,STE7,MEK1,MAP2K1
MST1R,0,23,PTM-SEA,0,1,TK,MET,NA,MST1R
ITK,12.436211095847368,15,PTM-SEA,0.5882352941176471,3,TK,TEC,NA,ITK
PTK6,13.492528021405558,14,PTM-SEA,0.6176470588235294,3,TK,SRC,SRM,PTK6
ERBB4,0,23,PTM-SEA,0,1,TK,EGFR,NA,ERBB4
NTRK2,-14.999999999999996,12,PTM-SEA,0.6764705882352942,3,TK,TRK,NA,NTRK2
ALK,-17.37716687188302,9,PTM-SEA,0.7647058823529411,4,TK,ALK,NA,ALK
AAK1,264,252,KEA3,0.13142857142857142,1,OTHER,NAK,BIKE,AAK1
ABL1,19.333333333333336,10,KEA3,0.9742857142857143,4,TK,ABL,NA,ABL1
ABL2,47.666666666666664,35,KEA3,0.8914285714285715,4,TK,ABL,NA,ABL2
ACVR1,161,161,KEA3,0.43714285714285717,2,TKL,STKR,TYPE1,ACVR1
ACVR1B,213.5,211,KEA3,0.26571428571428574,2,TKL,STKR,TYPE1,ACVR1B
ACVR2B,36,24,KEA3,0.9257142857142857,4,TKL,STKR,TYPE2,ACVR2B
AKT1,54,43,KEA3,0.8657142857142858,4,AGC,AKT,NA,AKT1
AKT2,71,64,KEA3,0.7828571428571428,4,AGC,AKT,NA,AKT2
AKT3,193,192,KEA3,0.34,2,AGC,AKT,NA,AKT3
ALK,30,16,KEA3,0.9571428571428572,4,TK,ALK,NA,ALK
ARAF,48.5,36,KEA3,0.8885714285714286,4,TKL,RAF,RAF,ARAF
ATM,113.33333333333333,115,KEA3,0.6,3,ATYPICAL,PIKK,ATM,ATM
ATR,100,95,KEA3,0.6742857142857143,3,ATYPICAL,PIKK,ATR,ATR
AURKA,136,137,KEA3,0.52,3,OTHER,AUR,NA,AURKA
AURKB,66.33333333333333,59,KEA3,0.7971428571428572,4,OTHER,AUR,NA,AURKB
AURKC,187,187,KEA3,0.35714285714285715,2,OTHER,AUR,NA,AURKC
AXL,210,207,KEA3,0.2857142857142857,2,TK,AXL,NA,AXL
BLK,236,232,KEA3,0.19714285714285715,1,TK,SRC,SRCB,BLK
BMP2K,325,286,KEA3,0.03428571428571429,1,OTHER,NAK,BIKE,BMP2K
BMPR1A,58,48,KEA3,0.8457142857142858,4,TKL,STKR,TYPE1,BMPR1A
BMPR1B,131,131,KEA3,0.54,3,TKL,STKR,TYPE1,BMPR1B
BMPR2,191.5,191,KEA3,0.34285714285714286,2,TKL,STKR,TYPE2,BMPR2
BMX,57,46,KEA3,0.8542857142857143,4,TK,TEC,NA,BMX
BRAF,180.5,182,KEA3,0.37142857142857144,2,TKL,RAF,RAF,BRAF
BRSK1,225.66666666666666,223,KEA3,0.2257142857142857,1,CAMK,CAMKL,BRSK,BRSK1
BRSK2,312,276,KEA3,0.06285714285714286,1,CAMK,CAMKL,BRSK,BRSK2
BTK,67.66666666666667,61,KEA3,0.7914285714285715,4,TK,TEC,NA,BTK
BUB1,200,195,KEA3,0.3314285714285714,2,OTHER,BUB,NA,BUB1
CAMK1,190,190,KEA3,0.3457142857142857,2,CAMK,CAMK1,NA,CAMK1
CAMK1D,244.5,237,KEA3,0.18,1,CAMK,CAMK1,NA,CAMK1D
CAMK2A,106.66666666666667,108,KEA3,0.62,3,CAMK,CAMK2,NA,CAMK2A
CAMK2B,227,224,KEA3,0.22,1,CAMK,CAMK2,NA,CAMK2B
CAMK2D,108,111,KEA3,0.6114285714285714,3,CAMK,CAMK2,NA,CAMK2D
CAMK2G,87,80,KEA3,0.7228571428571429,3,CAMK,CAMK2,NA,CAMK2G
CAMK4,149.33333333333334,149,KEA3,0.47714285714285715,2,CAMK,CAMK1,NA,CAMK4
CAMKK1,172.66666666666666,174,KEA3,0.39714285714285713,2,OTHER,CAMKK,META,CAMKK1
CAMKK2,202,198,KEA3,0.3142857142857143,2,OTHER,CAMKK,META,CAMKK2
CDC42BPA,298,267,KEA3,0.08857142857142856,1,AGC,DMPK,GEK,CDC42BPA
CDC7,209,206,KEA3,0.2885714285714286,2,OTHER,CDC7,NA,CDC7
CDK1,122.5,122,KEA3,0.5742857142857143,3,CMGC,CDK,CDC2,CDK1
CDK11A,332,291,KEA3,0.02,1,NA,NA,NA,CDK11A
CDK12,318,281,KEA3,0.04857142857142857,1,CMGC,CDK,CRK7,CDK12
CDK15,157,158,KEA3,0.44857142857142857,2,CMGC,CDK,PFTAIRE,CDK15
CDK16,36,24,KEA3,0.9257142857142857,4,CMGC,CDK,PCTAIRE,CDK16
CDK18,285,264,KEA3,0.09714285714285714,1,CMGC,CDK,PCTAIRE,CDK18
CDK19,227,224,KEA3,0.22,1,CMGC,CDK,CDK8,CDK19
CDK2,86.66666666666667,79,KEA3,0.7257142857142858,3,CMGC,CDK,CDC2,CDK2
CDK20,267,254,KEA3,0.12571428571428572,1,CMGC,CDK,CCRK,CDK20
CDK3,80.33333333333333,72,KEA3,0.7514285714285714,4,CMGC,CDK,CDC2,CDK3
CDK4,58,48,KEA3,0.8457142857142858,4,CMGC,CDK,CDK4,CDK4
CDK5,41.666666666666664,29,KEA3,0.9114285714285715,4,CMGC,CDK,CDK5,CDK5
CDK6,106,107,KEA3,0.6228571428571429,3,CMGC,CDK,CDK4,CDK6
CDK7,102.33333333333333,99,KEA3,0.66,3,CMGC,CDK,CDK7,CDK7
CDK8,222.5,221,KEA3,0.23142857142857143,1,CMGC,CDK,CDK8,CDK8
CDK9,101.66666666666667,97,KEA3,0.6685714285714286,3,CMGC,CDK,CDK9,CDK9
CDKL3,310,274,KEA3,0.06857142857142857,1,CMGC,CDKL,NA,CDKL3
CDKL5,150.5,152,KEA3,0.4685714285714286,2,CMGC,CDKL,NA,CDKL5
CHEK1,64.66666666666667,56,KEA3,0.8114285714285714,4,CAMK,CAMKL,CHK1,CHEK1
CHEK2,122.33333333333333,121,KEA3,0.5771428571428572,3,CAMK,RAD53,NA,CHEK2
CHUK,104.33333333333333,104,KEA3,0.64,3,OTHER,IKK,NA,CHUK
CLK1,87.5,82,KEA3,0.7142857142857143,3,CMGC,CLK,NA,CLK1
CLK2,107.5,110,KEA3,0.6142857142857143,3,CMGC,CLK,NA,CLK2
CLK3,169,172,KEA3,0.40285714285714286,2,CMGC,CLK,NA,CLK3
CLK4,322,284,KEA3,0.04,1,CMGC,CLK,NA,CLK4
CSF1R,334,293,KEA3,0.014285714285714285,1,TK,PDGFR,NA,CSF1R
CSK,114,117,KEA3,0.5914285714285714,3,TK,CSK,NA,CSK
CSNK1A1,137.66666666666666,139,KEA3,0.5142857142857142,3,CK1,CK1,CK1-A,CSNK1A1
CSNK1A1L,337,296,KEA3,0.005714285714285714,1,CK1,CK1,CK1-A,CSNK1A1L
CSNK1D,81.33333333333333,74,KEA3,0.74,3,CK1,CK1,CK1-D,CSNK1D
CSNK1E,93,89,KEA3,0.6914285714285714,3,CK1,CK1,CK1-D,CSNK1E
CSNK1G1,227.5,225,KEA3,0.21714285714285714,1,CK1,CK1,CK1-G,CSNK1G1
CSNK1G2,93.5,90,KEA3,0.6885714285714286,3,CK1,CK1,CK1-G,CSNK1G2
CSNK1G3,161,161,KEA3,0.43714285714285717,2,CK1,CK1,CK1-G,CSNK1G3
CSNK2A1,105.33333333333333,105,KEA3,0.6342857142857142,3,CMGC,CK2,NA,CSNK2A1
CSNK2A2,73.33333333333333,65,KEA3,0.78,4,CMGC,CK2,NA,CSNK2A2
DAPK1,173.33333333333334,175,KEA3,0.3942857142857143,2,CAMK,DAPK,DAPK,DAPK1
DAPK3,200.66666666666666,196,KEA3,0.32857142857142857,2,CAMK,DAPK,DAPK,DAPK3
DCLK1,211,208,KEA3,0.28285714285714286,2,CAMK,DCAMKL,NA,DCLK1
DDR1,136,137,KEA3,0.52,3,TK,DDR,NA,DDR1
DDR2,35,23,KEA3,0.9342857142857143,4,TK,DDR,NA,DDR2
DMPK,216,214,KEA3,0.2571428571428571,2,AGC,DMPK,GEK,DMPK
DYRK1A,163.33333333333334,165,KEA3,0.4257142857142857,2,CMGC,DYRK,DYRK1,DYRK1A
DYRK1B,139,140,KEA3,0.5085714285714286,3,CMGC,DYRK,DYRK1,DYRK1B
DYRK2,78.66666666666667,69,KEA3,0.7628571428571429,4,CMGC,DYRK,DYRK2,DYRK2
DYRK3,211.5,209,KEA3,0.27714285714285714,2,CMGC,DYRK,DYRK2,DYRK3
