Kinase Uniprot ID	Kinase Name	Kinase Group	Kinase Family	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
Q08881	ITK	TK	Tec	2.27037750473254	0.631932918971292	2.90231042370384	2.85263289220621	0.264241869173935	0.263967588566187	0.00399364224243001	40.2222222222222
P07332	Fes	TK	Fer	1.85485892008448	0.683088264618019	2.5379471847025	2.6903698325741	0.28323607440771	0.283581332406608	0.00288351044198268	12
P42680	TEC	TK	Tec	1.55598929509602	0.540002219483971	2.09599151457999	2.14996674231023	0.256902197511281	0.256904536470007	0.00356429168963444	38
P06239	Lck	TK	Src	1.32335991412247	0.561062436067605	1.88442235019008	2.08830984124614	0.258022397014685	0.262700276998173	0.0101378022384994	27.4444444444444
P41240	CSK	TK	Csk	1.5252600357458	0.570136579827497	2.0953966155733	2.0027884171675	0.254261075084208	0.256837704232873	0.00545961881594964	44.4444444444444
P35916	FLT4	TK	VEGFR	1.45170951245359	0.656723380325702	2.10843289277929	1.97881070093006	0.275285972496106	0.280909180849978	0.0180985916491772	8.55555555555556
P52333	JAK3	TK	JakA	1.04153705940862	0.718598533555721	1.76013559296434	1.94005811193805	0.286956353761313	0.291991170678699	0.00597055839783245	3.55555555555556
P17948	FLT1	TK	VEGFR	1.10970260563615	0.669503985512608	1.77920659114876	1.74395610129797	0.261820161243258	0.259345347419987	0.00498543600588997	16
Q06187	BTK	TK	Tec	0.99892654305631	0.596889593224365	1.59581613628068	1.67202837637699	0.259096311570236	0.262627075554895	0.00606307948749511	16.1111111111111
P42685	FRK	TK	Src	1.07377438090295	0.512862306789152	1.5866366876921	1.62561830194912	0.249058274107	0.246021582631706	0.00610815462467883	44
P42681	TXK	TK	Tec	1.09015698206648	0.543623025851371	1.63378000791785	1.6140364293993	0.25674265997156	0.255566287406728	0.00461198182491835	25.8888888888889
P54756	EphA5	TK	Eph	0.859344411035325	0.719295321812172	1.5786397328475	1.59260849012805	0.284884400683534	0.287908980339141	0.00604915931121447	3.25
P35968	KDR	TK	VEGFR	0.896074686237931	0.562202445262283	1.45827713150021	1.36359235022519	0.254629559537271	0.254095926595457	0.00560944226076307	19.5555555555556
P54762	EphB1	TK	Eph	0.675353040187197	0.626385570218342	1.30173861040554	1.31165137965036	0.274024973625995	0.274024973625995	0	3
P30530	Axl	TK	Axl	0.599934438704622	0.509310633979258	1.10924507268388	1.29140915484966	0.234493364211179	0.240533229324168	0.0130456545983564	62.5555555555556
P23458	JAK1~b	TK	JakA	0.543788259177056	0.593729341299787	1.13751760047684	1.17805690068822	0.255170551836031	0.259165883155559	0.0079906626390561	5.5
P51813	Etk/BMX	TK	Tec	0.50298299131432	0.53115534634478	1.0341383376591	1.10577257788774	0.23814666181849	0.239511704537325	0.00651255685974943	35.7777777777778
Q14289	FAK2	TK	Fak	0.588074760804884	0.498031710680147	1.08610647148503	1.09552248952142	0.240472935052563	0.240880586583192	0.00249413493369704	33.5555555555556
Q15303	HER4	TK	EGFR	0.498472045062842	0.572699025387617	1.07117107045046	1.0671205421762	0.238308130864156	0.236706345965715	0.00582734011831157	35.7777777777778
P12931	Src	TK	Src	0.56213682379719	0.478427813053147	1.04056463685034	1.06620911585658	0.238166445420855	0.239808971313319	0.0046495981044989	44.8888888888889
P21709	EphA1	TK	Eph	0.528787612134985	0.48041195781198	1.00919956994696	1.00919956994696	0.258782096724503	0.258782096724503	0.0191762603477811	4
Q9H3Y6	Srm	TK	Src	0.486111393036163	0.496115059856654	0.982226452892817	0.96851074429025	0.237450599802513	0.238177159040888	0.00166065811755714	36.8888888888889
P42679	CTK	TK	Csk	0.462520004988308	0.483235635187177	0.945755640175485	0.942912326315257	0.237289121787473	0.236596374975903	0.00963190516380661	30.1111111111111
Q04912	Ron	TK	Met	0.454133025113999	0.443443499544285	0.897576524658284	0.891299703105535	0.248449435046707	0.246755578485478	0.00676447917990775	8.22222222222222
P14616	IRR	TK	InsR	0.287778013086374	0.577688828853909	0.865466841940284	0.877794632965555	0.239378492452432	0.24024224747166	0.00288399320494037	4.83333333333333
O14757	CHK1	CAMK	CAMKL	0.290499327289687	0.555142579816252	0.845641907105939	0.841263693025873	0.241271641327362	0.241271641327362	0	4
P04626	HER2	TK	EGFR	0.334879892689712	0.506657327396271	0.841537220085983	0.840011949618013	0.230960015609512	0.231284639174428	0.00367314534619174	37.4444444444444
P10721	Kit	TK	PDGFR	0.400895911223432	0.498958908824259	0.899854820047692	0.811510248705626	0.237813369188195	0.237914500081787	0.00698551267100444	12
P08581	Met	TK	Met	0.367252589085262	0.470725149588024	0.837977738673286	0.796423225022027	0.232424703867818	0.229724620076293	0.00691925978211051	30.3333333333333
P00533	EGFR	TK	EGFR	0.257371008815039	0.544469065795564	0.801840074610604	0.78020597330802	0.228041059531893	0.22820958081992	0.00354559061364182	52.7777777777778
P16591	Fer	TK	Fer	0.367871282315227	0.475102098879064	0.842973381194292	0.738147367276897	0.22798317779757	0.225876527722889	0.028721819191178	8.55555555555556
P06213	InSR	TK	InsR	0.262133782686195	0.470125283158841	0.732259065845036	0.736468079905419	0.230383649396915	0.232041754392129	0.00477881814216284	19
P36888	FLT3	TK	PDGFR	0.213884028595654	0.443289477246758	0.657173505842412	0.706876207112297	0.220802580300213	0.22002820807307	0.0173420743129996	10.7142857142857
P04629	TRKA	TK	Trk	0.18429291410299	0.496430893012988	0.680723807115978	0.701583619938706	0.218498655530776	0.221501299123406	0.0107982523136831	17.5555555555556
P16234	PDGFR[alpha]	TK	PDGFR	0.359425017298868	0.438327476777858	0.797752494076727	0.694734637976551	0.245796347447586	0.240156675427346	0.00845953608158952	4.44444444444444
P06241	Fyn	TK	Src	0.242061187978242	0.430097109671101	0.672158297649343	0.691546575131085	0.226207602955325	0.226676698915154	0.00672317136227106	23.8888888888889
P08069	IGF1R	TK	InsR	0.27261797035237	0.421940969784441	0.694558940136811	0.690182530252054	0.230692467902376	0.23319352694567	0.00685249112519731	13.2222222222222
Q01973	ROR1	TK	Ror	0.300204669396217	0.386530004580627	0.686734673976844	0.686734673976844	0.2428860696192	0.2428860696192	0	3
Q06418	Tyro3/Sky	TK	Axl	0.244966449791653	0.461188115792791	0.706154565584444	0.686301470439688	0.227431042585253	0.225713118016931	0.00395855193591044	47
P29317	EphA2	TK	Eph	0.404043458347628	0.447396643246875	0.851440101594503	0.685947295389673	0.248610655463817	0.242682411452089	0.0111136187156581	4.44444444444444
J3KPB5	EphA10	TK	Eph	0.279957031009415	0.39139237462136	0.671349405630775	0.677265999293882	0.24353547503971	0.24353547503971	0	3
P09619	PDGFR[beta]	TK	PDGFR	0.29068101366885	0.502146735991087	0.792827749659936	0.673951032053259	0.227478163843572	0.221334030427979	0.0142315191530563	17.3333333333333
P51451	BLK	TK	Src	0.315205585707415	0.429513753639256	0.744719339346671	0.664582220746452	0.232620324598829	0.231027164865687	0.0175073221213599	22.4444444444444
Q16620	TRKB	TK	Trk	0.185476163562753	0.45168136898646	0.637157532549213	0.625713681142567	0.221603970118006	0.221890111089601	0.0036116925310029	24.2222222222222
Q12866	Mer	TK	Axl	0.263024252807602	0.460561128757919	0.723585381565521	0.612076533026563	0.226291187993263	0.222996856345018	0.00989334927048729	48.4444444444444
H0Y8A4	RYK	TK	Ryk	0.124360394391456	0.502317512750503	0.626677907141959	0.611870367642795	0.206034017071166	0.209064553187328	0.00871265221279289	5.22222222222222
Q16288	TRKC	TK	Trk	0.131170537257836	0.457409583130798	0.588580120388635	0.604282306548819	0.21328763358029	0.218904133219949	0.0129068614882388	24.1111111111111
Q05397	FAK1	TK	Fak	0.165747264548778	0.482717901470221	0.648465166018999	0.596948147411866	0.221952947286568	0.222580107873982	0.00717509182085678	46.1111111111111
P07947	Yes	TK	Src	0.162645852805009	0.437829188882686	0.600475041687694	0.590709499359545	0.219457917295871	0.218057543648628	0.00699751403101602	25.8888888888889
Q13882	Brk	TK	Src	0.109975440097515	0.473561007070852	0.583536447168367	0.571657831259426	0.221974256030995	0.221988334547263	0.00421733825582396	73.1111111111111
Q13308	CCK4/PTK7	TK	CCK4	0.110527252200386	0.468162517686435	0.578689769886821	0.568096116490357	0.198607904265628	0.198607904265628	0	3
