Kinase Uniprot ID	Kinase Name	Kinase Group	Kinase Family	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
P42684	Arg	TK	Abl	1.49041400228805	0.665074045039998	2.15548804732805	2.14266750356873	-0.410271758259681	-0.409738312115683	0.0147964255542072	53.7777777777778
P43405	Syk	TK	Syk	1.34596745667027	0.589400099569766	1.93536755624003	2.03640103740276	-0.394171871048074	-0.394870982003996	0.0079615215471373	72.5555555555556
P08069	IGF1R	TK	InsR	1.26211533805155	0.669159032903558	1.9312743709551	1.93374863803104	-0.469910234681072	-0.469230783630596	0.0207870169712289	12.3333333333333
P51451	BLK	TK	Src	1.09819887930915	0.598678424146242	1.69687730345539	1.71094644240736	-0.438324693699484	-0.4365297933477	0.0371579472932879	22
P08631	HCK	TK	Src	1.03319409085762	0.59572231687452	1.62891640773214	1.64115180990392	-0.421396768176869	-0.422753741687119	0.0180357117775641	21.1111111111111
P43403	ZAP70	TK	Syk	1.11108322190337	0.588118829494106	1.69920205139748	1.55284196865778	-0.391709907625584	-0.390290401964147	0.00963318809193313	62.6666666666667
Q9H3Y6	Srm	TK	Src	1.00477588424479	0.573185665036683	1.57796154928147	1.54060751224077	-0.404591073582366	-0.404216001727245	0.00557713860906348	34.8888888888889
P09769	Fgr	TK	Src	0.807423715765075	0.662993667924784	1.47041738368986	1.51257878864053	-0.450258760820437	-0.442272004249211	0.0131727323287431	8.22222222222222
P00519	Abl	TK	Abl	0.884349444392949	0.571476875526003	1.45582631991895	1.47448873903239	-0.391959171728885	-0.391254402342558	0.0188769680851967	47.3333333333333
P51813	Etk/BMX	TK	Tec	0.810995134820249	0.595433696305978	1.40642883112623	1.42573717029297	-0.393610437628648	-0.393968194386215	0.0114137506327354	33.5555555555556
P16234	PDGFR[alpha]	TK	PDGFR	0.756741718102836	0.647569335803313	1.40431105390615	1.41206465136364	-0.471468845795979	-0.481093882882166	0.0145397881036595	4.44444444444444
P42681	TXK	TK	Tec	0.90322484654011	0.544958414820706	1.44818326136082	1.40666961947694	-0.40943495395198	-0.411980399408491	0.0121052508566513	25.3333333333333
Q04912	Ron	TK	Met	0.718669638170644	0.57659276605097	1.29526240422161	1.30761140184862	-0.43092380427366	-0.43135480693701	0.0228172089204305	8.22222222222222
P07947	Yes	TK	Src	0.740059648744693	0.628123221454052	1.36818287019875	1.26548819594303	-0.400636714188354	-0.395674708837891	0.0178369945341648	24.8888888888889
P12931	Src	TK	Src	0.712485611883026	0.527128470298994	1.23961408218202	1.22773698568637	-0.38258170694533	-0.381744245375879	0.00963771641070075	42.8888888888889
Q06187	BTK	TK	Tec	0.627582588013954	0.54395438072626	1.17153696874021	1.19950287334648	-0.401179512645213	-0.402017091822848	0.0178345850205535	15.1111111111111
P06213	InSR	TK	InsR	0.65903113380891	0.56564530349887	1.22467643730778	1.18802305566305	-0.399300407938612	-0.392622835272386	0.0108328953419155	18
P07948	Lyn	TK	Src	0.561938570795536	0.544426705883281	1.10636527667882	1.14972144748196	-0.387240653817477	-0.390734990126526	0.0159984767006277	22.1111111111111
P42685	FRK	TK	Src	0.611529094965411	0.496928631045659	1.10845772601107	1.12475347714856	-0.37124444533448	-0.380225574622317	0.022040607064609	42.3333333333333
Q01973	ROR1	TK	Ror	0.549194565086509	0.570755463184395	1.1199500282709	1.1199500282709	-0.44938547697664	-0.44938547697664	0	3
P06241	Fyn	TK	Src	0.590941792425985	0.521634596904543	1.11257638933053	1.10893109713257	-0.386874786574409	-0.381712897313817	0.0157848504790804	22.8888888888889
Q06418	Tyro3/Sky	TK	Axl	0.629577721901767	0.52260963550866	1.15218735741043	1.09734452478207	-0.380728689964582	-0.379135224401383	0.011314419862617	44.2222222222222
P07332	Fes	TK	Fer	0.563891434866128	0.532355830153668	1.0962472650198	1.09547920076166	-0.401222547951877	-0.402053244140531	0.00835446509291129	12
P21860	HER3	TK	EGFR	0.470193673481846	0.538166023778855	1.0083596972607	1.08487465385853	-0.367253583066925	-0.369214726814307	0.0146393586519206	47.3333333333333
P54764	EphA4	TK	Eph	0.424286484881157	0.658177852469702	1.08246433735086	1.08479017720354	-0.408475968875052	-0.408475968875052	0	3
Q12866	Mer	TK	Axl	0.64267220770456	0.537473900804496	1.18014610850906	1.06388856832515	-0.374254202537565	-0.371798832452129	0.0202488887824533	47.4444444444444
P42680	TEC	TK	Tec	0.500825165558756	0.495090455739786	0.995915621298541	1.01734892544521	-0.371675706381418	-0.374812037742838	0.0100563559380411	39
Q16620	TRKB	TK	Trk	0.49540646806198	0.524197963362072	1.01960443142405	1.00359341180372	-0.381103039479585	-0.385856422968032	0.0100989563236544	21.7777777777778
P07949	Ret	TK	Ret	0.43866623384017	0.542863110885159	0.98152934472533	0.982299028775883	-0.376719977473525	-0.378457280540677	0.0123502011998651	17.6666666666667
Q16288	TRKC	TK	Trk	0.503981630132389	0.551581578695201	1.05556320882759	0.930243129644447	-0.385089127780294	-0.378962478350644	0.0207502441494497	21.1111111111111
P29376	LTK	TK	Alk	0.400102229763614	0.524395388782906	0.92449761854652	0.897619546574543	-0.372590330327259	-0.370106162303846	0.011448891880987	18
P06239	Lck	TK	Src	0.571062057701224	0.502726554857198	1.07378861255842	0.893333238030084	-0.379174455240705	-0.370659178689385	0.0250056351294886	27.4444444444444
P21709	EphA1	TK	Eph	0.388018523890404	0.504564297599257	0.892582821489661	0.892582821489661	-0.390418829164214	-0.390418829164214	0.0566153674270085	4
P10721	Kit	TK	PDGFR	0.396419511861791	0.522777153364498	0.919196665226289	0.868278708018353	-0.380996315667261	-0.371235071373212	0.0340355617934654	11.4285714285714
P04629	TRKA	TK	Trk	0.357821559207702	0.480584559992085	0.838406119199787	0.867279357499551	-0.365759347498638	-0.37378540412943	0.0130706399381767	13.7777777777778
P30530	Axl	TK	Axl	0.347379618226443	0.516258067025083	0.863637685251525	0.860423136632465	-0.360355343671201	-0.360449331952985	0.00354611868752309	59.3333333333333
P35968	KDR	TK	VEGFR	0.322957442546542	0.514859312673296	0.837816755219838	0.854368584709672	-0.355691973841039	-0.362344141417652	0.0312528536884396	19.5555555555556
O14757	CHK1	CAMK	CAMKL	0.382862365653318	0.467454941837629	0.850317307490947	0.836063790773021	-0.39764878593805	-0.39764878593805	0	3
Q02750	MEK1/MAP2K1	STE	STE7	0.313287990338759	0.513291428485839	0.826579418824599	0.835599552907433	-0.367609286457557	-0.367609286457557	0	4
O14733	MAP2K7	STE	STE7	0.331589648652345	0.498241801113858	0.829831449766203	0.828484164431354	-0.36812341197284	-0.36812341197284	0	5
P29317	EphA2	TK	Eph	0.265666706622093	0.462652451645477	0.72831915826757	0.828215059445879	-0.350264744427509	-0.377215923471819	0.0415636048284588	4.44444444444444
Q14289	FAK2	TK	Fak	0.407106449024471	0.510977265505431	0.918083714529903	0.814695879945721	-0.36444838969373	-0.358806045319619	0.0139269193849687	33
P22607	FGFR3	TK	FGFR	0.253371120913876	0.491842685192383	0.745213806106259	0.799280794643908	-0.347382047378604	-0.369909076288475	0.037080527168038	6.88888888888889
Q9UM73	ALK	TK	Alk	0.365395915386106	0.515318093844013	0.880714009230119	0.79836257792935	-0.358331718279952	-0.357474187256374	0.0150550783718304	45.6666666666667
O60674	JAK2	TK	JakA	0.232569450088899	0.550812745240105	0.783382195329004	0.778179046119958	-0.344754755034306	-0.343461886080144	0.00682262406339691	19.2222222222222
O95382	MEKK6/MAP3K6	STE	STE11	0.303443143467871	0.456402068251953	0.759845211719824	0.774690718274137	-0.366883995304651	-0.366883995304651	0	3
Q99683	ASK/MAP3K5	STE	STE11	0.303443143467871	0.456402068251953	0.759845211719824	0.774690718274137	-0.366883995304651	-0.366883995304651	0	3
P41240	CSK	TK	Csk	0.260338906895282	0.500842922025321	0.761181828920603	0.773245477399956	-0.34815149197381	-0.356661484364578	0.0165972023656755	42.6666666666667
P11362	FGFR1	TK	FGFR	0.209546549186525	0.508785304809519	0.718331853996043	0.759570573619637	-0.331416770042593	-0.330553547029134	0.0331388933078889	12.3333333333333
H0Y8A4	RYK	TK	Ryk	0.30928557961969	0.461301968268758	0.770587547888448	0.748566201528687	-0.356717206118091	-0.352896733567208	0.0244197277572427	4
P46734	MKK3/MAP2K3	STE	STE7	0.22215430743403	0.509864125011355	0.732018432445385	0.726026996230451	-0.331104139704438	-0.331104139704438	0	4
P52564	MKK6/MAP2K6	STE	STE7	0.22215430743403	0.509864125011355	0.732018432445385	0.726026996230451	-0.331104139704438	-0.331104139704438	0	4
P08581	Met	TK	Met	0.249189666197819	0.488842402881691	0.73803206907951	0.706610924297926	-0.349856031858563	-0.351303992528434	0.0104079473244505	29.8888888888889
P42679	CTK	TK	Csk	0.233705469163787	0.491591966598301	0.725297435762088	0.679679199978006	-0.343493790796697	-0.343872228578442	0.0137774105253423	30.1111111111111
P52333	JAK3	TK	JakA	0.34940547232368	0.508538380624282	0.857943852947962	0.674632136843876	-0.375916376890085	-0.329709695657744	0.0547943834293316	3.55555555555556
J3KPB5	EphA10	TK	Eph	0.237050751807422	0.440287274972184	0.677338026779605	0.673732548521132	-0.334898717396071	-0.334898717396071	0	3
P16591	Fer	TK	Fer	0.152823122416927	0.478130676957395	0.630953799374322	0.664614320564043	-0.306675184337288	-0.31904528272164	0.0367662129215552	8.55555555555556
